13013,..Barrow County,"69,367"
13015,..Bartow County,"100,157"
13017,..Ben Hill County,"17,634"
13019,..Berrien County,"19,286"
13021,..Bibb County,"155,547"
13023,..Bleckley County,"13,063"
13025,..Brantley County,"18,410"
13027,..Brooks County,"16,243"
13029,..Bryan County,"30,238"
13031,..Bulloch County,"70,217"
13033,..Burke County,"23,316"
13035,..Butts County,"23,655"
13037,..Calhoun County,"6,694"
13039,..Camden County,"50,513"
13043,..Candler County,"10,998"
13045,..Carroll County,"110,527"
13047,..Catoosa County,"63,942"
13049,..Charlton County,"12,171"
13051,..Chatham County,"265,128"
13053,..Chattahoochee County,"11,267"
13055,..Chattooga County,"26,015"
13057,..Cherokee County,"214,344"
13059,..Clarke County,"116,707"
13061,..Clay County,"3,183"
13063,..Clayton County,"259,423"
13065,..Clinch County,"6,798"
13067,..Cobb County,"688,078"
13069,..Coffee County,"42,356"
13071,..Colquitt County,"45,498"
13073,..Columbia County,"124,053"
13075,..Cook County,"17,212"
13077,..Coweta County,"127,317"
13079,..Crawford County,"12,630"
13081,..Crisp County,"23,439"
13083,..Dade County,"16,633"
13085,..Dawson County,"22,339"
13087,..Decatur County,"27,842"
13089,..DeKalb County,"691,893"
13091,..Dodge County,"21,797"
13093,..Dooly County,"14,918"
13095,..Dougherty County,"94,565"
13097,..Douglas County,"132,403"
13099,..Early County,"11,004"
13101,..Echols County,"4,034"
13103,..Effingham County,"52,250"
13105,..Elbert County,"20,166"
13107,..Emanuel County,"22,598"
13109,..Evans County,"11,001"
13111,..Fannin County,"23,682"
13113,..Fayette County,"106,567"
13115,..Floyd County,"96,317"
13117,..Forsyth County,"175,511"
13119,..Franklin County,"22,084"
13121,..Fulton County,"920,583"
13123,..Gilmer County,"28,292"
13125,..Glascock County,"3,082"
13127,..Glynn County,"79,626"
13129,..Gordon County,"55,186"
13131,..Grady County,"25,012"
13133,..Greene County,"15,994"
13135,..Gwinnett County,"805,321"
13137,..Habersham County,"43,041"
13139,..Hall County,"179,684"
13141,..Hancock County,"9,431"
13143,..Haralson County,"28,780"
13145,..Harris County,"32,024"
13147,..Hart County,"25,213"
13149,..Heard County,"11,834"
13151,..Henry County,"203,923"
13153,..Houston County,"139,911"
13155,..Irwin County,"9,538"
13157,..Jackson County,"60,485"
13159,..Jasper County,"13,900"
13161,..Jeff Davis County,"15,068"
13163,..Jefferson County,"16,930"
13165,..Jenkins County,"8,340"
13167,..Johnson County,"9,980"
13169,..Jones County,"28,669"
13171,..Lamar County,"18,317"
13173,..Lanier County,"10,074"
13175,..Laurens County,"48,434"
13177,..Lee County,"28,298"
13179,..Liberty County,"63,465"
13181,..Lincoln County,"7,994"
13183,..Long County,"14,452"
13185,..Lowndes County,"109,233"
13187,..Lumpkin County,"29,966"
13189,..McDuffie County,"21,875"
13191,..McIntosh County,"14,332"
13193,..Macon County,"14,740"
13195,..Madison County,"28,120"
13197,..Marion County,"8,742"
13199,..Meriwether County,"21,992"
13201,..Miller County,"6,129"
13205,..Mitchell County,"23,498"
13207,..Monroe County,"26,424"
13209,..Montgomery County,"9,123"
13211,..Morgan County,"17,870"
13213,..Murray County,"39,628"
13215,..Muscogee County,"189,885"
13217,..Newton County,"99,958"
13219,..Oconee County,"32,815"
13221,..Oglethorpe County,"14,899"
13223,..Paulding County,"142,324"
13225,..Peach County,"27,695"
13227,..Pickens County,"29,422"
13229,..Pierce County,"18,758"
13231,..Pike County,"17,869"
13233,..Polk County,"41,475"
13235,..Pulaski County,"11,999"
13237,..Putnam County,"21,216"
13239,..Quitman County,"2,513"
13241,..Rabun County,"16,276"
13243,..Randolph County,"7,719"
13245,..Richmond County,"200,549"
13247,..Rockdale County,"85,215"
13249,..Schley County,"5,010"
13251,..Screven County,"14,593"
13253,..Seminole County,"8,729"
13255,..Spalding County,"64,073"
13257,..Stephens County,"26,175"
13259,..Stewart County,"6,058"
13261,..Sumter County,"32,819"
13263,..Talbot County,"6,865"
13265,..Taliaferro County,"1,717"
13267,..Tattnall County,"25,519"
13269,..Taylor County,"8,906"
13271,..Telfair County,"16,500"
13273,..Terrell County,"9,315"
13275,..Thomas County,"44,719"
13277,..Tift County,"40,122"
13279,..Toombs County,"27,223"
13281,..Towns County,"10,471"
13283,..Treutlen County,"6,885"
13285,..Troup County,"67,044"
13287,..Turner County,"8,930"
13289,..Twiggs County,"9,023"
13291,..Union County,"21,356"
13293,..Upson County,"27,153"
13295,..Walker County,"68,756"
13297,..Walton County,"83,768"
13299,..Ware County,"36,313"
13301,..Warren County,"5,834"
13303,..Washington County,"21,187"
13305,..Wayne County,"30,099"
13307,..Webster County,"2,799"
13309,..Wheeler County,"7,421"
13311,..White County,"27,144"
13313,..Whitfield County,"102,599"
13315,..Wilcox County,"9,255"
13317,..Wilkes County,"10,595"
13319,..Wilkinson County,"9,563"
13321,..Worth County,"21,679"
15000,.Hawaii,"1,360,301"
15001,..Hawaii County,"185,079"
15003,..Honolulu County,"953,207"
15005,..Kalawao County,90
15007,..Kauai County,"67,091"
15009,..Maui County,"154,834"
16000,.Idaho,"1,567,582"
16001,..Ada County,"392,365"
16003,..Adams County,"3,976"
16005,..Bannock County,"82,839"
16007,..Bear Lake County,"5,986"
16009,..Benewah County,"9,285"
16011,..Bingham County,"45,607"
16013,..Blaine County,"21,378"
16015,..Boise County,"7,028"
16017,..Bonner County,"40,877"
16019,..Bonneville County,"104,234"
16021,..Boundary County,"10,972"
16023,..Butte County,"2,891"
16025,..Camas County,"1,117"
16027,..Canyon County,"188,923"
16029,..Caribou County,"6,963"
16031,..Cassia County,"22,952"
16033,..Clark County,982
16035,..Clearwater County,"8,761"
16037,..Custer County,"4,368"
16039,..Elmore County,"27,038"
16041,..Franklin County,"12,786"
16043,..Fremont County,"13,242"
16045,..Gem County,"16,719"
16047,..Gooding County,"15,464"
16049,..Idaho County,"16,267"
16051,..Jefferson County,"26,140"
16053,..Jerome County,"22,374"
16055,..Kootenai County,"138,494"
16057,..Latah County,"37,244"
16059,..Lemhi County,"7,936"
16061,..Lewis County,"3,821"
16063,..Lincoln County,"5,206"
16065,..Madison County,"37,536"
16067,..Minidoka County,"20,069"
16069,..Nez Perce County,"39,265"
16071,..Oneida County,"4,286"
16073,..Owyhee County,"11,526"
16075,..Payette County,"22,623"
16077,..Power County,"7,817"
16079,..Shoshone County,"12,765"
16081,..Teton County,"10,170"
16083,..Twin Falls County,"77,230"
16085,..Valley County,"9,862"
16087,..Washington County,"10,198"
17000,.Illinois,"12,830,632"
17001,..Adams County,"67,103"
17003,..Alexander County,"8,238"
17005,..Bond County,"17,768"
17007,..Boone County,"54,167"
17009,..Brown County,"6,937"
17011,..Bureau County,"34,978"
17013,..Calhoun County,"5,089"
17015,..Carroll County,"15,388"
17017,..Cass County,"13,642"
17019,..Champaign County,"201,081"
17021,..Christian County,"34,800"
17023,..Clark County,"16,335"
17025,..Clay County,"13,815"
17027,..Clinton County,"37,762"
17029,..Coles County,"53,873"
17031,..Cook County,"5,194,675"
17033,..Crawford County,"19,817"
